RECSEQ	MESSAGE_ID	MESSAGE_NAME	EVENT_DATE	PROD_CAT	PROD_DESC	TOTAL_OPENS	TOTAL_CLICKS	TOTAL_BOUNCES	TOTAL_UNSUBS	TOTAL_SENDS	OPEN_RATE	CLICK_RATE	BOUNCE_RATE	UNSUB_RATE	DELIVERY_RATE	URL1	URL2	URL3	URL4	URL5
0000000491	57190	HS_Cred_Sub_092619	2019/09/26 16:35:38	Cred	Sub	790	127	2	1	3047	26	16	0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_092619&amp;utm_campaign=hs_cred_sub_092619&amp;utm_uid=12490636&amp;utm_effort=&amp;utm_h=	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14388040&amp;mailing_id=57190&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_092619	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_092619&amp;utm_campaign=hs_cred_sub_092619&amp;utm_uid=13132949&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=7r74htd7rbl29l~_edtzultv0wecal;e0ud2_~r8edtpwm217a1;k5&amp;utm_campaign=&amp;utm_uid=&amp;utm_effort=&amp;
0000000492	57195	HS_CPT_Snomed_092619	2019/09/26 15:30:44	CPT	Snomed	556	36	0	2	935	59	6	         0	0	100		https://hubs.ly/h0kblzm0?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_092619&amp;utm_campaign=hs_cpt_snomed_092619&amp;utm_uid=9175326&amp;utm_effort=&amp;utm_h=	https://amc.ama-assn.org/subscriptions?user_id=14317221&amp;amp;mailing_id=57195&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_092619&amp;utm_campaign=hs_cpt_snomed_092619&amp;utm_uid=14317221&amp;ut	http://info.commerce.ama-assn.org/cpt-value-2019?utm_source=vanity&amp;utm_medium=display&amp;utm_campaign=cross_sell&amp;utm_term=021019&amp;utm_content=print_collateral&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_cont	https://hubs.ly/h0kblzm0?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_092619&amp;utm_campaign=hs_cpt_snomed_092619&amp;utm_uid=14335288&amp;utm_effort=&amp;utm_h=
0000000493	57209	HS_CPT_Snomed_RESEND_092619	2019/09/26 16:45:38	CPT	Snomed	374	23	0	3	918	41	6	         0	0	100		http://info.commerce.ama-assn.org/cpt-value-2019?utm_source=vanity&amp;utm_medium=display&amp;utm_campaign=cross_sell&amp;utm_term=021019&amp;utm_content=print_collateral&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_cont	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=13984054&amp;mailing_id=57209&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_rese	https://amc.ama-assn.org/subscriptions?user_id=14317124&amp;amp;mailing_id=57209&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_resend_092619&amp;utm_campaign=hs_cpt_snomed_092619&amp;utm_uid=14317124	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14046947&amp;mailing_id=57209&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_rese
0000000494	57218	HS_CPT_Snomed_Apology_092619	2019/09/27 11:00:47	CPT	Snomed	346	19	0	2	916	38	5	         0	0	100		https://amc.ama-assn.org/subscriptions?user_id=14335209&amp;mailing_id=57218&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_apology_092619&amp;utm_campaign=hs_cpt_snomed_092619&amp;utm_uid=14335209&am	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14317155&amp;mailing_id=57218&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_apol	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14335209&amp;mailing_id=57218&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_apol	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_snomed_apology_092619&amp;
0000000495	57286	HS_EV_CPTSymp_W7_092719	2019/10/01 08:02:38	EV	CPTSymp	3883	573	6	46	18382	21	15	0	0	100		https://www.ama-assn.org/practice-management/cpt/outpatient-cdi-workshop-cpt-and-rbrvs-2020-annual-symposium?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w7_092719&amp;utm_campaign=hs_ev_cptsymp_w7_0927	https://amc.ama-assn.org/subscriptions?user_id=11024225&amp;mailing_id=57286&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w7_092719&amp;utm_campaign=hs_ev_cptsymp_w7_092719&amp;utm_uid=11024225&amp;	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11017414&amp;mailing_id=57286&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w7_0	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12999166&amp;mailing_id=57286&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w7_0
0000000496	57391	HS_Cred_Promo_093019	2019/10/01 10:01:47	Cred	Promo	2522	457	4	14	6790	37	18	0	0	100		https://amc.ama-assn.org/subscriptions?user_id=12348933&amp;amp;mailing_id=57391&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_promo_093019&amp;utm_campaign=hs_cred_promo_093019&amp;utm_uid=12348933&amp;ut	https://info.commerce.ama-assn.org/aapa-physician-assistant-profiles?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_promo_093019&amp;utm_campaign=hs_cred_promo_093019&amp;utm_uid=12258778&amp;utm_effort=&amp;ut	https://info.commerce.ama-assn.org/aapa-physician-assistant-profiles?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_promo_093019&amp;utm_campaign=hs_cred_promo_093019&amp;utm_uid=12708918&amp;utm_effort=&amp;ut	https://info.commerce.ama-assn.org/aapa-physician-assistant-profiles?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_promo_093019&amp;utm_campaign=hs_cred_promo_093019&amp;utm_uid=9177928&amp;utm_effort=&amp;utm
0000000497	57549	HS_ICD10_W3_100219	2019/10/02 15:02:21	ICD10	W3	2667	309	0	13	10672	25	12	         0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2960010&amp;sku_id=sku3000013&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w3_100219&amp;utm_campaign=hs_icd10_w2_092319&amp;ut	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2960010&amp;sku_id=sku3000013 &amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w3_100219&amp;utm_campaign=hs_icd10_w2_092319&amp;u	https://amc.ama-assn.org/subscriptions?user_id=12241546&amp;amp;mailing_id=57549&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w3_100219&amp;utm_campaign=hs_icd10_w2_092319&amp;utm_uid=12241546&amp;utm_ef	https://amc.ama-assn.org/subscriptions?user_id=13250531&amp;amp;mailing_id=57549&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w3_100219&amp;utm_campaign=hs_icd10_w2_092319&amp;utm_uid=13250531&amp;utm_ef
0000000498	57697	HS_CPT_Pro5_100419	2019/10/09 10:02:44	CPT	Pro5	2280	413	3	27	11032	21	18	0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod3010019&amp;sku_id=sku3040014&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro5_100419&amp;utm_campaign=hs_cpt_pro5_100419&amp;ut	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod3010019&amp;sku_id=sku3040014 &amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro5_100419&amp;utm_campaign=hs_cpt_pro5_100419&amp;u	https://amc.ama-assn.org/subscriptions?user_id=10321994&amp;mailing_id=57697&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro5_100419&amp;utm_campaign=hs_cpt_pro5_100419&amp;utm_uid=10321994&amp;utm_effort	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11684728&amp;mailing_id=57697&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro5_100419
0000000499	57701	HS_Cred_Journey_IQVIA_100419.HS_Cred_Journey_IQVIA_EM1_100419	2019/10/10 10:01:36	Cred	Journey	448	419	0	30	8436	5	94	         0	0	100		https://info.commerce.ama-assn.org/ama-physician-profiles?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_journey_iqvia_100419.hs_cred_journey_iqvia_em1_100419&amp;utm_campaign=hs_cred_journey_iqvia_100419&amp;u	https://amc.ama-assn.org/subscriptions?user_id=14451618&amp;mailing_id=57701&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_journey_iqvia_100419.hs_cred_journey_iqvia_em1_100419&amp;utm_campaign=hs_cred_jou	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14447063&amp;mailing_id=57701&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_journey_iq	https://www.ama-assn.org/about/ama-foundation?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_journey_iqvia_100419.hs_cred_journey_iqvia_em1_100419&amp;utm_campaign=hs_cred_journey_iqvia_100419&amp;utm_uid=14452
0000000500	57704	HS_Cred_Journey_IQVIA_100419.HS_Cred_Journey_IQVIA_EM2_100419	2019/10/17 10:01:14	Cred	Journey	328	215	0	10	6621	5	66	         0	0	100		https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14446443&amp;mailing_id=57704&amp;addr1_unsb_crdtlg=off	https://www.ama-assn.org/	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14449808&amp;mailing_id=57704&amp;addr1_unsb_crdtlg=off	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14450237&amp;mailing_id=57704&amp;addr1_unsb_crdtlg=off
0000000501	5779	HS_Guides_GuidesCalculatorNew_110716	2018/12/14 14:50:57	Guides	GuidesCalculatorNew	1	0	0	0	0	         0	         0	         0	         0	         0					
0000000502	5780	HS_Guides_GuidesCalculatorExisting_110716	2017/09/06 16:41:00	Guides		8	0	0	0	0	         0	         0	         0	         0	         0					
0000000503	57816	HS_EV_CPTSymp_W8_100719	2019/10/07 18:01:03	EV	CPTSymp	7674	914	14	88	33788	23	12	0	0	100		https://www.ama-assn.org/practice-management/cpt/outpatient-cdi-workshop-cpt-and-rbrvs-2020-annual-symposium?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w8_100719&amp;utm_campaign=hs_ev_cptsymp_w5_0904	https://amc.ama-assn.org/subscriptions?user_id=10137224&amp;amp;mailing_id=57816&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w8_100719&amp;utm_campaign=hs_ev_cptsymp_w5_090419&amp;utm_uid=10137224&	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12241806&amp;mailing_id=57816&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w8_1	https://amc.ama-assn.org/subscriptions?user_id=11686662&amp;mailing_id=57816&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w8_100719&amp;utm_campaign=hs_ev_cptsymp_w5_090419&amp;utm_uid=11686662&amp;
0000000504	5808	HS_DBL_Apology_110316	2017/05/23 16:05:00	DBL	Apology	83	0	0	0	0	         0	         0	         0	         0	         0					
0000000505	58083	HS_EV_AHIMA_Post_100919	2019/10/09 08:01:14	EV	AHIMA	111	10	1	2	333	33	9	0	1	100		https://amc.ama-assn.org/subscriptions?user_id=12690269&amp;mailing_id=58083&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_ahima_post_100919&amp;utm_campaign=hs_ev_ahima_post_100919&amp;utm_uid=12690269&amp;	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14466117&amp;mailing_id=58083&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_ahima_post_1	https://commerce.ama-assn.org/store/ui?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_ahima_post_100919&amp;utm_campaign=hs_ev_ahima_post_100919&amp;utm_uid=14429071&amp;utm_effort=&amp;utm_h=	https://amc.ama-assn.org/subscriptions?user_id=13777657&amp;mailing_id=58083&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_ahima_post_100919&amp;utm_campaign=hs_ev_ahima_post_100919&amp;utm_uid=13777657&amp;
0000000506	5816	HS_CPTAssistant_110716	2017/06/02 15:11:00	CPTAssistant	110716	69	0	0	0	0	         0	         0	         0	         0	         0					
0000000507	5822	HS_BYOP2016_SendE_110916	2017/05/19 00:00:00	BYOP2016	SendE	58	0	0	2315	0	         0	         0	         0	         0	         0					
0000000508	58249	HS_CH_Academic_101019	2019/10/10 10:02:15	CH	Academic	571	107	1	5	1565	36	19	0	0	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101019&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=13092278&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101019&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=10129934&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101019&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=13427897&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101019&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=12658308&amp;utm_effort=&amp;utm_h=
0000000509	58253	HS_CH_Reseller_101019	2019/10/10 10:02:14	CH	Reseller	131	11	0	1	181	72	8	         0	1	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_101019&amp;utm_campaign=hs_ch_reseller_101019&amp;utm_uid=10319588&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_101019&amp;utm_campaign=hs_ch_reseller_101019&amp;utm_uid=12241286&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_101019&amp;utm_campaign=hs_ch_reseller_101019&amp;utm_uid=12684038&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_101019&amp;utm_campaign=hs_ch_reseller_101019&amp;utm_uid=12684039&amp;utm_effort=&amp;utm_h=
0000000510	58425	HS_CPT_Pro6_101519	2019/10/15 10:02:14	CPT	Pro6	2632	430	3	20	11059	24	16	0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod3010019&amp;sku_id=sku3040014&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro6_101519&amp;utm_campaign=hs_cpt_pro5_100419&amp;ut	https://amc.ama-assn.org/subscriptions?user_id=13777624&amp;mailing_id=58425&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro6_101519&amp;utm_campaign=hs_cpt_pro5_100419&amp;utm_uid=13777624&amp;utm_effort	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=13776521&amp;mailing_id=58425&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro6_101519	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=13776571&amp;mailing_id=58425&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro6_101519
0000000511	58430	HS_Cred_Sub_101419	2019/10/15 12:30:49	Cred	Sub	529	190	1	5	2435	22	36	0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_101419&amp;utm_campaign=hs_cred_sub_101419&amp;utm_uid=10128667&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_101419&amp;utm_campaign=hs_cred_sub_101419&amp;utm_uid=13132949&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_101419&amp;utm_campaign=hs_cred_sub_101419&amp;utm_uid=12490636&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_101419&amp;utm_campaign=hs_cred_sub_101419&amp;utm_uid=14086052&amp;utm_effort=&amp;utm_h=
0000000512	58490	HS_EV_CPTSymp_W9_101519	2019/10/17 11:03:14	EV	CPTSymp	10065	1581	41	226	60533	17	16	0	0	100		https://www.ama-assn.org/practice-management/cpt/outpatient-cdi-workshop-cpt-and-rbrvs-2020-annual-symposium?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w9_101519&amp;utm_campaign=hs_ev_cptsymp_w9_1015	https://amc.ama-assn.org/subscriptions?user_id=10134267&amp;amp;mailing_id=58490&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w9_101519&amp;utm_campaign=hs_ev_cptsymp_w9_101519&amp;utm_uid=10134267&	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w9_101519&amp;utm_c	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w9_101519&amp;utm_campaign=hs_ev_cptsymp_w9_101519&amp;utm
0000000513	58645	HS_PD_Aux1_101619	2019/10/18 08:31:38	PD	Aux1	8970	770	15	132	46851	19	9	0	0	100		https://amc.ama-assn.org/subscriptions?user_id=10121493&amp;amp;mailing_id=58645&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_aux1_101619&amp;utm_campaign=hs_pd_aux1_101619&amp;utm_uid=10121493&amp;utm_effo	https://www.flipsnack.com/amermedicalassn/ama-store-fall-catalog-2019.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_aux1_101619&amp;utm_campaign=hs_pd_aux1_101619&amp;utm_uid=14540431&amp;utm_effort=&amp;ut	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_aux1_101619&amp;utm_campaign=hs_pd_aux1_101619&amp;utm_uid=1083937	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_aux1_101619&amp;utm_campaig
0000000514	58652	HS_CH_Academic_101719	2019/10/17 16:30:47	CH	Academic	619	50	2	4	1483	42	8	0	0	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101719&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=12242130&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101719&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=11133107&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101719&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=10262512&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_101719&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=11181037&amp;utm_effort=&amp;utm_h=
